transaction_id,customer_id,Card Type,Card Type2,Card Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
854,651,Silver,Silver,50000,2,08-09-2023,20604,Dining,Paid,N,
855,144,Gold,Gold,100000,3,19-08-2023,4567,Fuel,Paid,N,
856,55,Gold,Gold,100000,3,06-09-2023,37463,Travel,Paid,N,
857,200,NA,NA,,,,,,,Y,Unstable Employment
858,576,NA,NA,,,,,,,Y,Unstable Employment
859,419,Gold,Gold,100000,3,16-08-2023,31228,Electronics,Paid,N,
860,172,Silver,Silver,50000,2,23-04-2023,32817,Dining,Paid,N,
861,34,Platinum,Platinum,300000,4,28-05-2023,31916,Travel,Paid,N,
862,800,Gold,Gold,100000,3,11-09-2023,42512,Fuel,Paid,N,
863,524,Silver,Silver,50000,2,18-05-2023,40549,Fuel,Paid,N,
864,844,Gold,Gold,100000,3,22-01-2023,3009,Electronics,Paid,N,
865,560,NA,NA,,,,,,,Y,Low CIBIL
866,436,NA,NA,,,,,,,Y,Low Salary
867,754,NA,NA,,,,,,,Y,Low CIBIL
868,305,NA,NA,,,,,,,Y,Low Salary
869,461,NA,NA,,,,,,,Y,High Debt
870,357,Gold,Gold,100000,3,02-03-2023,21900,Travel,Paid,N,
871,215,NA,NA,,,,,,,Y,High Debt
872,882,Platinum,Platinum,300000,4,13-03-2023,48770,Travel,Paid,N,
873,834,NA,NA,,,,,,,Y,Low CIBIL
874,825,Silver,Silver,50000,2,30-09-2023,7033,Dining,Paid,N,
875,612,Silver,Silver,50000,2,27-12-2023,15170,Dining,Paid,N,
876,297,NA,NA,,,,,,,Y,High Debt
877,879,Silver,Silver,50000,2,30-07-2023,4432,Groceries,Paid,N,
878,284,NA,NA,,,,,,,Y,Low CIBIL
879,719,Silver,Silver,50000,2,31-12-2023,47863,Dining,Paid,N,
880,849,Silver,Silver,50000,2,13-12-2023,46309,Electronics,Paid,N,
881,502,card_type,card_type,credit_limit,1,18-05-2023,38828,Electronics,Paid,N,
882,385,Gold,Gold,100000,3,17-02-2023,37284,Electronics,Default,N,
883,528,Gold,Gold,100000,3,08-07-2023,24223,Electronics,Paid,N,
884,500,NA,NA,,,,,,,Y,High Debt
885,596,card_type,card_type,credit_limit,1,17-02-2023,1219,Electronics,Paid,N,
886,651,Gold,Gold,100000,3,01-10-2023,574,Electronics,Paid,N,
887,224,NA,NA,,,,,,,Y,Unstable Employment
888,845,NA,NA,,,,,,,Y,Low CIBIL
889,507,NA,NA,,,,,,,Y,High Debt
890,331,Gold,Gold,100000,3,23-10-2023,26998,Travel,Paid,N,
891,580,NA,NA,,,,,,,Y,Unstable Employment
892,808,NA,NA,,,,,,,Y,High Debt
893,699,Gold,Gold,100000,3,17-11-2023,31845,Electronics,Paid,N,
894,17,Silver,Silver,50000,2,22-03-2023,21041,Electronics,Paid,N,
895,468,Gold,Gold,100000,3,08-08-2023,46429,Travel,Paid,N,
896,706,Silver,Silver,50000,2,04-06-2023,35417,Travel,Paid,N,
897,896,Gold,Gold,100000,3,04-07-2023,26528,Dining,Paid,N,
898,85,NA,NA,,,,,,,Y,High Debt
899,681,NA,NA,,,,,,,Y,Low CIBIL
900,54,NA,NA,,,,,,,Y,Unstable Employment
901,641,Silver,Silver,50000,2,30-04-2023,30045,Electronics,Paid,N,
902,672,NA,NA,,,,,,,Y,Low Salary
903,721,NA,NA,,,,,,,Y,Low Salary
904,2,Silver,Silver,50000,2,09-03-2023,14533,Fuel,Paid,N,
905,232,Gold,Gold,100000,3,23-12-2023,32173,Dining,Default,N,
906,837,NA,NA,,,,,,,Y,Low Salary
907,881,NA,NA,,,,,,,Y,Unstable Employment
908,711,NA,NA,,,,,,,Y,Low CIBIL
909,490,NA,NA,,,,,,,Y,Low Salary
910,235,Platinum,Platinum,300000,4,22-02-2023,31474,Groceries,Paid,N,
911,321,Silver,Silver,50000,2,12-03-2023,23597,Electronics,Paid,N,
912,793,NA,NA,,,,,,,Y,Low CIBIL
913,657,Gold,Gold,100000,3,16-10-2023,37475,Groceries,Paid,N,
914,625,Silver,Silver,50000,2,20-04-2023,28108,Travel,Paid,N,
915,422,NA,NA,,,,,,,Y,Unstable Employment
916,881,NA,NA,,,,,,,Y,Low CIBIL
917,89,Gold,Gold,100000,3,05-03-2023,24025,Fuel,Paid,N,
918,748,Gold,Gold,100000,3,08-08-2023,15543,Dining,Paid,N,
919,811,NA,NA,,,,,,,Y,Low CIBIL
920,254,NA,NA,,,,,,,Y,High Debt
921,661,NA,NA,,,,,,,Y,Low Salary
922,255,NA,NA,,,,,,,Y,High Debt
923,798,NA,NA,,,,,,,Y,Low Salary
924,869,Platinum,Platinum,300000,4,07-11-2023,42346,Fuel,Paid,N,
925,194,NA,NA,,,,,,,Y,Unstable Employment
926,303,NA,NA,,,,,,,Y,Low Salary
927,803,Silver,Silver,50000,2,27-02-2023,12225,Travel,Paid,N,
928,512,Silver,Silver,50000,2,07-01-2023,37204,Dining,Paid,N,
929,325,Silver,Silver,50000,2,19-10-2023,42575,Electronics,Paid,N,
930,375,NA,NA,,,,,,,Y,Low CIBIL
931,782,Gold,Gold,100000,3,07-02-2023,37883,Groceries,Paid,N,
932,602,NA,NA,,,,,,,Y,Low Salary
933,15,Gold,Gold,100000,3,31-01-2023,29983,Electronics,Paid,N,
934,519,Gold,Gold,100000,3,14-09-2023,7765,Electronics,Paid,N,
935,434,NA,NA,,,,,,,Y,Unstable Employment
936,85,NA,NA,,,,,,,Y,Low CIBIL
937,285,Silver,Silver,50000,2,19-09-2023,23263,Travel,Paid,N,
938,828,Gold,Gold,100000,3,20-07-2023,10616,Fuel,Paid,N,
939,650,Silver,Silver,50000,2,12-08-2023,16233,Travel,Paid,N,
940,60,Gold,Gold,100000,3,11-08-2023,47160,Groceries,Paid,N,
941,465,NA,NA,,,,,,,Y,Low Salary
942,317,NA,NA,,,,,,,Y,Low CIBIL
943,123,Gold,Gold,100000,3,26-12-2023,26002,Groceries,Paid,N,
944,168,Gold,Gold,100000,3,25-09-2023,37920,Fuel,Paid,N,
945,802,NA,NA,,,,,,,Y,High Debt
946,171,NA,NA,,,,,,,Y,High Debt
947,130,NA,NA,,,,,,,Y,High Debt
948,751,Gold,Gold,100000,3,16-01-2023,43741,Dining,Paid,N,
949,827,Gold,Gold,100000,3,02-02-2023,9747,Dining,Paid,N,
950,730,NA,NA,,,,,,,Y,Low Salary
951,509,Gold,Gold,100000,3,29-01-2023,24340,Electronics,Paid,N,
952,880,Silver,Silver,50000,2,11-05-2023,21558,Groceries,Paid,N,
953,588,Silver,Silver,50000,2,18-09-2023,35429,Groceries,Paid,N,
954,46,NA,NA,,,,,,,Y,Low Salary
955,251,Silver,Silver,50000,2,16-07-2023,19135,Travel,Paid,N,
956,184,Gold,Gold,100000,3,01-01-2024,26128,Electronics,Paid,N,
957,230,NA,NA,,,,,,,Y,High Debt
958,255,NA,NA,,,,,,,Y,Unstable Employment
959,738,Platinum,Platinum,300000,4,09-02-2023,31862,Fuel,Paid,N,
960,382,NA,NA,,,,,,,Y,Low Salary
961,515,NA,NA,,,,,,,Y,Low Salary
962,184,Gold,Gold,100000,3,24-01-2023,21453,Electronics,Paid,N,
963,71,NA,NA,,,,,,,Y,Unstable Employment
964,887,Gold,Gold,100000,3,09-06-2023,19628,Dining,Paid,N,
965,89,Platinum,Platinum,300000,4,13-04-2023,47856,Dining,Default,N,
966,578,Gold,Gold,100000,3,05-05-2023,12561,Electronics,Paid,N,
967,378,Gold,Gold,100000,3,11-04-2023,6541,Fuel,Paid,N,
968,779,NA,NA,,,,,,,Y,Low CIBIL
969,155,NA,NA,,,,,,,Y,Low Salary
970,420,NA,NA,,,,,,,Y,Low Salary
971,239,NA,NA,,,,,,,Y,High Debt
972,652,NA,NA,,,,,,,Y,Low Salary
973,344,Silver,Silver,50000,2,12-07-2023,13173,Dining,Paid,N,
974,107,NA,NA,,,,,,,Y,Low CIBIL
975,543,Gold,Gold,100000,3,31-01-2023,21559,Travel,Paid,N,
976,729,Gold,Gold,100000,3,29-04-2023,34828,Fuel,Paid,N,
977,423,NA,NA,,,,,,,Y,High Debt
978,470,Gold,Gold,100000,3,16-09-2023,45222,Travel,Paid,N,
979,653,NA,NA,,,,,,,Y,Unstable Employment
980,77,Gold,Gold,100000,3,08-03-2023,18048,Travel,Paid,N,
981,299,Platinum,Platinum,300000,4,21-07-2023,15578,Dining,Paid,N,
982,326,NA,NA,,,,,,,Y,Unstable Employment
983,279,NA,NA,,,,,,,Y,Low CIBIL
984,77,Gold,Gold,100000,3,27-10-2023,5919,Groceries,Paid,N,
985,160,Silver,Silver,50000,2,27-08-2023,35990,Dining,Paid,N,
986,417,NA,NA,,,,,,,Y,Low Salary
987,549,Platinum,Platinum,300000,4,17-04-2023,11050,Electronics,Paid,N,
988,316,Gold,Gold,100000,3,03-03-2023,30837,Groceries,Paid,N,
989,162,NA,NA,,,,,,,Y,High Debt
990,847,NA,NA,,,,,,,Y,Low Salary
991,221,Gold,Gold,100000,3,31-12-2023,1968,Travel,Paid,N,
992,365,NA,NA,,,,,,,Y,Unstable Employment
993,526,Silver,Silver,50000,2,14-05-2023,24809,Travel,Paid,N,
994,32,NA,NA,,,,,,,Y,Unstable Employment
995,876,Gold,Gold,100000,3,09-10-2023,1308,Travel,Paid,N,
996,97,Gold,Gold,100000,3,13-03-2023,25247,Groceries,Paid,N,
997,13,NA,NA,,,,,,,Y,Low Salary
998,851,NA,NA,,,,,,,Y,Low CIBIL
999,134,NA,NA,,,,,,,Y,Low CIBIL
1000,844,Gold,Gold,100000,3,19-11-2023,7219,Groceries,Paid,N,
1001,597,Gold,Gold,100000,3,08-02-2023,16863,Groceries,Paid,N,
1002,67,NA,NA,,,,,,,Y,Low CIBIL
1003,662,NA,NA,,,,,,,Y,Unstable Employment
1004,829,Silver,Silver,50000,2,19-06-2023,29218,Groceries,Paid,N,
1005,44,NA,NA,,,,,,,Y,Unstable Employment
1006,52,Silver,Silver,50000,2,10-08-2023,29301,Electronics,Paid,N,
1007,509,Silver,Silver,50000,2,07-08-2023,43859,Travel,Paid,N,
1008,363,NA,NA,,,,,,,Y,Low CIBIL
1009,192,NA,NA,,,,,,,Y,High Debt
1010,287,Gold,Gold,100000,3,18-01-2023,38341,Fuel,Paid,N,
1011,635,NA,NA,,,,,,,Y,Low CIBIL
1012,663,NA,NA,,,,,,,Y,High Debt
1013,511,Gold,Gold,100000,3,03-09-2023,8512,Groceries,Paid,N,
1014,90,NA,NA,,,,,,,Y,High Debt
1015,393,NA,NA,,,,,,,Y,Low CIBIL
1016,430,NA,NA,,,,,,,Y,Low CIBIL
1017,659,NA,NA,,,,,,,Y,Low CIBIL
1018,646,NA,NA,,,,,,,Y,Low Salary
1019,392,Gold,Gold,100000,3,06-09-2023,18529,Dining,Paid,N,
1020,580,NA,NA,,,,,,,Y,High Debt
1021,398,Platinum,Platinum,300000,4,13-06-2023,47160,Fuel,Paid,N,
1022,225,NA,NA,,,,,,,Y,Low Salary
1023,831,NA,NA,,,,,,,Y,High Debt
1024,60,Platinum,Platinum,300000,4,27-10-2023,41517,Travel,Paid,N,
1025,164,NA,NA,,,,,,,Y,Low Salary
1026,254,NA,NA,,,,,,,Y,Low CIBIL
1027,273,Gold,Gold,100000,3,23-04-2023,48415,Fuel,Paid,N,
1028,867,Gold,Gold,100000,3,30-03-2023,1267,Travel,Paid,N,
1029,243,NA,NA,,,,,,,Y,High Debt
1030,826,Gold,Gold,100000,3,15-01-2023,4395,Dining,Paid,N,
1031,582,Silver,Silver,50000,2,07-04-2023,43468,Electronics,Paid,N,
1032,556,NA,NA,,,,,,,Y,High Debt
1033,180,NA,NA,,,,,,,Y,Unstable Employment
1034,39,NA,NA,,,,,,,Y,Low Salary
1035,58,Gold,Gold,100000,3,11-01-2023,40597,Fuel,Paid,N,
1036,490,NA,NA,,,,,,,Y,Low Salary
1037,340,Silver,Silver,50000,2,24-06-2023,15832,Travel,Paid,N,
1038,822,NA,NA,,,,,,,Y,High Debt
1039,61,Silver,Silver,50000,2,27-12-2023,15121,Travel,Paid,N,
1040,793,NA,NA,,,,,,,Y,Low Salary
1041,867,Gold,Gold,100000,3,11-07-2023,11834,Electronics,Paid,N,
1042,601,Gold,Gold,100000,3,15-06-2023,18674,Travel,Paid,N,
1043,162,NA,NA,,,,,,,Y,Unstable Employment
1044,811,NA,NA,,,,,,,Y,Unstable Employment
1045,665,NA,NA,,,,,,,Y,High Debt
1046,179,NA,NA,,,,,,,Y,High Debt
1047,229,card_type,card_type,credit_limit,1,19-12-2023,34153,Dining,Paid,N,
1048,131,Gold,Gold,100000,3,26-12-2023,41002,Fuel,Paid,N,
1049,401,NA,NA,,,,,,,Y,Low Salary
1050,187,NA,NA,,,,,,,Y,High Debt
1051,829,Silver,Silver,50000,2,23-02-2023,37174,Electronics,Paid,N,
1052,145,NA,NA,,,,,,,Y,High Debt
1053,764,Gold,Gold,100000,3,13-06-2023,37760,Travel,Paid,N,
1054,652,NA,NA,,,,,,,Y,Low Salary
1055,842,Gold,Gold,100000,3,16-05-2023,42998,Travel,Paid,N,
1056,256,Gold,Gold,100000,3,25-02-2023,2573,Groceries,Paid,N,
1057,50,NA,NA,,,,,,,Y,Unstable Employment
1058,449,Gold,Gold,100000,3,31-07-2023,49964,Electronics,Paid,N,
1059,388,NA,NA,,,,,,,Y,High Debt
1060,560,NA,NA,,,,,,,Y,Unstable Employment
1061,104,Gold,Gold,100000,3,23-10-2023,6769,Travel,Paid,N,
1062,167,NA,NA,,,,,,,Y,Unstable Employment
1063,76,Silver,Silver,50000,2,13-06-2023,17694,Dining,Paid,N,
1064,108,Silver,Silver,50000,2,12-07-2023,27311,Travel,Paid,N,
1065,750,NA,NA,,,,,,,Y,Low Salary
1066,561,Gold,Gold,100000,3,11-11-2023,7341,Electronics,Paid,N,
1067,722,NA,NA,,,,,,,Y,Low Salary
1068,442,Silver,Silver,50000,2,11-08-2023,44223,Travel,Paid,N,
1069,55,Silver,Silver,50000,2,08-04-2023,35300,Electronics,Paid,N,
1070,714,Platinum,Platinum,300000,4,02-06-2023,10199,Travel,Paid,N,
1071,99,Silver,Silver,50000,2,09-10-2023,46005,Electronics,Paid,N,
1072,158,NA,NA,,,,,,,Y,Low Salary
1073,370,Silver,Silver,50000,2,31-05-2023,11262,Fuel,Paid,N,
1074,492,NA,NA,,,,,,,Y,Low CIBIL
1075,100,Silver,Silver,50000,2,23-11-2023,40397,Dining,Paid,N,
1076,84,Gold,Gold,100000,3,07-06-2023,42056,Electronics,Paid,N,
1077,483,Platinum,Platinum,300000,4,16-05-2023,2647,Groceries,Paid,N,
1078,658,Gold,Gold,100000,3,15-07-2023,33883,Dining,Paid,N,
1079,192,NA,NA,,,,,,,Y,Unstable Employment
1080,46,NA,NA,,,,,,,Y,High Debt
1081,451,Gold,Gold,100000,3,18-05-2023,34215,Fuel,Paid,N,
1082,64,NA,NA,,,,,,,Y,Low CIBIL
1083,771,NA,NA,,,,,,,Y,Low Salary
1084,88,Gold,Gold,100000,3,31-07-2023,38945,Fuel,Paid,N,
1085,233,NA,NA,,,,,,,Y,Low Salary
1086,861,NA,NA,,,,,,,Y,Unstable Employment
1087,839,NA,NA,,,,,,,Y,Unstable Employment
1088,549,Platinum,Platinum,300000,4,01-05-2023,41134,Electronics,Paid,N,
1089,307,Silver,Silver,50000,2,01-01-2024,2513,Groceries,Paid,N,
1090,515,NA,NA,,,,,,,Y,Low CIBIL
1091,124,Gold,Gold,100000,3,27-03-2023,20581,Travel,Paid,N,
1092,828,Gold,Gold,100000,3,05-08-2023,17374,Groceries,Paid,N,
1093,700,Platinum,Platinum,300000,4,18-11-2023,38255,Travel,Paid,N,
1094,855,NA,NA,,,,,,,Y,High Debt
1095,328,Silver,Silver,50000,2,12-10-2023,9233,Electronics,Paid,N,
1096,566,NA,NA,,,,,,,Y,High Debt
1097,878,Gold,Gold,100000,3,07-01-2023,9979,Fuel,Paid,N,
1098,602,NA,NA,,,,,,,Y,Unstable Employment
1099,116,Gold,Gold,100000,3,18-10-2023,10325,Fuel,Paid,N,
1100,597,Silver,Silver,50000,2,16-10-2023,21804,Groceries,Paid,N,
1101,805,NA,NA,,,,,,,Y,High Debt
1102,889,Gold,Gold,100000,3,16-05-2023,36194,Electronics,Paid,N,
1103,671,Silver,Silver,50000,2,31-08-2023,40550,Groceries,Paid,N,
1104,177,Gold,Gold,100000,3,13-11-2023,16135,Fuel,Paid,N,
1105,698,Gold,Gold,100000,3,19-06-2023,49115,Travel,Paid,N,
1106,51,NA,NA,,,,,,,Y,Unstable Employment
1107,276,Platinum,Platinum,300000,4,05-06-2023,21260,Dining,Default,N,
1108,288,NA,NA,,,,,,,Y,Unstable Employment
1109,879,Silver,Silver,50000,2,27-04-2023,9990,Travel,Paid,N,
1110,308,NA,NA,,,,,,,Y,Unstable Employment
1111,793,NA,NA,,,,,,,Y,High Debt
1112,276,Platinum,Platinum,300000,4,15-02-2023,21752,Travel,Paid,N,
1113,453,NA,NA,,,,,,,Y,Low CIBIL
1114,844,Gold,Gold,100000,3,22-09-2023,40254,Dining,Paid,N,
1115,841,Gold,Gold,100000,3,23-03-2023,7362,Groceries,Paid,N,
1116,319,NA,NA,,,,,,,Y,Unstable Employment
1117,139,Gold,Gold,100000,3,13-04-2023,45427,Groceries,Paid,N,
1118,256,Gold,Gold,100000,3,04-07-2023,4923,Travel,Paid,N,
1119,281,Gold,Gold,100000,3,16-09-2023,10950,Electronics,Paid,N,
1120,651,Silver,Silver,50000,2,04-05-2023,41427,Dining,Paid,N,
1121,501,NA,NA,,,,,,,Y,Unstable Employment
1122,182,Gold,Gold,100000,3,29-06-2023,35341,Dining,Paid,N,
1123,168,Gold,Gold,100000,3,19-12-2023,23054,Groceries,Paid,N,
1124,292,NA,NA,,,,,,,Y,Low Salary
1125,396,Silver,Silver,50000,2,20-10-2023,32326,Travel,Paid,N,
1126,878,Silver,Silver,50000,2,13-12-2023,43379,Travel,Paid,N,
1127,276,Platinum,Platinum,300000,4,16-12-2023,7325,Groceries,Paid,N,
1128,486,Silver,Silver,50000,2,04-11-2023,43920,Groceries,Paid,N,
1129,230,NA,NA,,,,,,,Y,High Debt
1130,623,NA,NA,,,,,,,Y,High Debt
1131,730,NA,NA,,,,,,,Y,High Debt
1132,434,NA,NA,,,,,,,Y,Unstable Employment
1133,873,NA,NA,,,,,,,Y,High Debt
1134,471,Silver,Silver,50000,2,04-06-2023,12954,Fuel,Paid,N,
1135,845,NA,NA,,,,,,,Y,Unstable Employment
1136,599,NA,NA,,,,,,,Y,Low Salary
1137,8,Platinum,Platinum,300000,4,01-11-2023,24751,Fuel,Paid,N,
1138,290,Gold,Gold,100000,3,04-09-2023,21148,Groceries,Paid,N,
1139,345,Gold,Gold,100000,3,22-05-2023,41236,Dining,Paid,N,
1140,672,NA,NA,,,,,,,Y,High Debt
1141,193,NA,NA,,,,,,,Y,Low CIBIL
1142,530,NA,NA,,,,,,,Y,Low CIBIL
1143,59,NA,NA,,,,,,,Y,Unstable Employment
1144,677,NA,NA,,,,,,,Y,High Debt
1145,698,Silver,Silver,50000,2,02-12-2023,25030,Electronics,Paid,N,
1146,303,NA,NA,,,,,,,Y,High Debt
1147,429,Gold,Gold,100000,3,19-01-2023,13016,Fuel,Paid,N,
1148,726,Silver,Silver,50000,2,01-01-2024,47558,Travel,Paid,N,
1149,703,Gold,Gold,100000,3,10-12-2023,41044,Dining,Paid,N,
1150,520,Gold,Gold,100000,3,03-12-2023,9058,Fuel,Paid,N,
1151,186,NA,NA,,,,,,,Y,High Debt
1152,100,Gold,Gold,100000,3,13-05-2023,9219,Fuel,Paid,N,
1153,782,Silver,Silver,50000,2,21-06-2023,5386,Groceries,Paid,N,
1154,228,NA,NA,,,,,,,Y,High Debt
1155,229,Silver,Silver,50000,2,19-06-2023,28685,Dining,Paid,N,
1156,267,NA,NA,,,,,,,Y,High Debt
1157,475,NA,NA,,,,,,,Y,Low Salary
1158,482,Silver,Silver,50000,2,26-10-2023,37887,Fuel,Paid,N,
1159,636,Silver,Silver,50000,2,10-04-2023,22075,Fuel,Paid,N,
1160,123,Platinum,Platinum,300000,4,31-07-2023,47224,Groceries,Paid,N,
1161,892,NA,NA,,,,,,,Y,Low CIBIL
1162,141,Silver,Silver,50000,2,19-10-2023,43613,Electronics,Paid,N,
1163,147,Gold,Gold,100000,3,03-04-2023,40143,Groceries,Paid,N,
1164,500,NA,NA,,,,,,,Y,High Debt
1165,647,NA,NA,,,,,,,Y,Low CIBIL
1166,321,card_type,card_type,credit_limit,1,21-05-2023,10600,Travel,Default,N,
1167,780,card_type,card_type,credit_limit,1,23-03-2023,8356,Electronics,Paid,N,
1168,805,NA,NA,,,,,,,Y,Low Salary
1169,133,Gold,Gold,100000,3,26-07-2023,38669,Electronics,Paid,N,
1170,489,Platinum,Platinum,300000,4,01-10-2023,29304,Travel,Default,N,
1171,749,Gold,Gold,100000,3,14-06-2023,36290,Fuel,Paid,N,
1172,196,NA,NA,,,,,,,Y,Low Salary
1173,693,NA,NA,,,,,,,Y,Low Salary
1174,642,NA,NA,,,,,,,Y,Low CIBIL
1175,232,Gold,Gold,100000,3,22-02-2023,31488,Electronics,Paid,N,
1176,516,Platinum,Platinum,300000,4,24-01-2023,44943,Dining,Paid,N,
1177,298,Gold,Gold,100000,3,02-11-2023,11412,Fuel,Paid,N,
1178,346,NA,NA,,,,,,,Y,Unstable Employment
1179,704,NA,NA,,,,,,,Y,Low CIBIL
1180,351,Gold,Gold,100000,3,07-04-2023,39006,Travel,Paid,N,
1181,832,NA,NA,,,,,,,Y,Unstable Employment
1182,20,NA,NA,,,,,,,Y,Low CIBIL
1183,230,NA,NA,,,,,,,Y,Low CIBIL
1184,217,NA,NA,,,,,,,Y,Low Salary
1185,604,NA,NA,,,,,,,Y,Low CIBIL
1186,127,Gold,Gold,100000,3,20-01-2023,48394,Electronics,Paid,N,
1187,898,Platinum,Platinum,300000,4,16-11-2023,22868,Groceries,Paid,N,
1188,609,NA,NA,,,,,,,Y,Low Salary
1189,678,Gold,Gold,100000,3,11-01-2023,2270,Groceries,Paid,N,
1190,707,card_type,card_type,credit_limit,1,14-07-2023,12805,Groceries,Paid,N,
1191,561,Platinum,Platinum,300000,4,20-03-2023,10469,Travel,Paid,N,
1192,712,NA,NA,,,,,,,Y,Low Salary
1193,309,NA,NA,,,,,,,Y,Unstable Employment
1194,678,Gold,Gold,100000,3,19-05-2023,12904,Fuel,Paid,N,
1195,621,Silver,Silver,50000,2,23-02-2023,9489,Fuel,Paid,N,
1196,737,Silver,Silver,50000,2,24-02-2023,36483,Electronics,Paid,N,
1197,204,Silver,Silver,50000,2,25-09-2023,45248,Travel,Paid,N,
1198,367,Platinum,Platinum,300000,4,21-01-2023,39962,Fuel,Paid,N,
1199,509,Silver,Silver,50000,2,04-09-2023,19860,Dining,Paid,N,
1200,241,card_type,card_type,credit_limit,1,15-02-2023,20621,Groceries,Default,N,
1201,856,Silver,Silver,50000,2,16-02-2023,26787,Fuel,Paid,N,
1202,77,Gold,Gold,100000,3,26-11-2023,43929,Travel,Paid,N,
1203,468,Platinum,Platinum,300000,4,26-01-2023,34660,Groceries,Paid,N,
1204,833,NA,NA,,,,,,,Y,Low CIBIL
1205,896,Silver,Silver,50000,2,04-07-2023,7289,Dining,Paid,N,
1206,437,NA,NA,,,,,,,Y,Low Salary
1207,98,Gold,Gold,100000,3,12-03-2023,27681,Travel,Default,N,
1208,337,Gold,Gold,100000,3,15-11-2023,14885,Dining,Paid,N,
1209,900,card_type,card_type,credit_limit,1,25-06-2023,17561,Travel,Paid,N,
1210,117,Gold,Gold,100000,3,22-08-2023,605,Dining,Paid,N,
1211,856,Silver,Silver,50000,2,02-09-2023,44747,Electronics,Paid,N,
1212,665,NA,NA,,,,,,,Y,Low CIBIL
1213,116,Silver,Silver,50000,2,31-01-2023,21637,Travel,Paid,N,
1214,107,NA,NA,,,,,,,Y,Unstable Employment
1215,605,NA,NA,,,,,,,Y,Unstable Employment
1216,822,NA,NA,,,,,,,Y,Unstable Employment
1217,186,NA,NA,,,,,,,Y,Unstable Employment
1218,798,NA,NA,,,,,,,Y,High Debt
1219,627,Gold,Gold,100000,3,08-03-2023,35214,Electronics,Paid,N,
1220,500,NA,NA,,,,,,,Y,Low Salary
1221,422,NA,NA,,,,,,,Y,Unstable Employment
1222,48,Silver,Silver,50000,2,10-06-2023,6044,Groceries,Paid,N,
1223,722,NA,NA,,,,,,,Y,Low CIBIL
1224,686,NA,NA,,,,,,,Y,High Debt
1225,532,Silver,Silver,50000,2,08-05-2023,13775,Electronics,Paid,N,
1226,355,NA,NA,,,,,,,Y,Unstable Employment
1227,153,NA,NA,,,,,,,Y,Low Salary
1228,12,NA,NA,,,,,,,Y,Low CIBIL
1229,518,NA,NA,,,,,,,Y,Unstable Employment
1230,873,NA,NA,,,,,,,Y,Unstable Employment
1231,891,Silver,Silver,50000,2,09-09-2023,40253,Dining,Paid,N,
1232,247,Platinum,Platinum,300000,4,26-01-2023,35050,Fuel,Paid,N,
1233,229,Silver,Silver,50000,2,01-05-2023,20141,Groceries,Paid,N,
1234,471,Silver,Silver,50000,2,18-08-2023,6713,Groceries,Paid,N,
1235,878,Gold,Gold,100000,3,02-03-2023,14985,Electronics,Paid,N,
1236,764,Gold,Gold,100000,3,31-07-2023,16105,Groceries,Paid,N,
1237,571,Silver,Silver,50000,2,06-11-2023,38137,Fuel,Paid,N,
1238,653,NA,NA,,,,,,,Y,High Debt
1239,521,Silver,Silver,50000,2,22-08-2023,20890,Dining,Paid,N,
1240,373,NA,NA,,,,,,,Y,Low Salary
1241,837,NA,NA,,,,,,,Y,Low CIBIL
1242,865,Gold,Gold,100000,3,14-11-2023,10367,Fuel,Paid,N,
1243,485,NA,NA,,,,,,,Y,High Debt
1244,734,Gold,Gold,100000,3,04-12-2023,4481,Travel,Paid,N,
1245,3,NA,NA,,,,,,,Y,High Debt
1246,364,Gold,Gold,100000,3,11-07-2023,9993,Groceries,Paid,N,
1247,47,NA,NA,,,,,,,Y,Low CIBIL
1248,505,NA,NA,,,,,,,Y,Low CIBIL
1249,842,Gold,Gold,100000,3,09-11-2023,6182,Travel,Paid,N,
1250,193,NA,NA,,,,,,,Y,Low Salary
1251,873,NA,NA,,,,,,,Y,Unstable Employment
1252,221,Gold,Gold,100000,3,08-04-2023,6282,Dining,Paid,N,
1253,111,NA,NA,,,,,,,Y,Unstable Employment
1254,48,Silver,Silver,50000,2,19-08-2023,30299,Electronics,Paid,N,
1255,675,card_type,card_type,credit_limit,1,03-01-2023,42405,Fuel,Paid,N,
1256,754,NA,NA,,,,,,,Y,Low Salary
1257,567,NA,NA,,,,,,,Y,Unstable Employment
1258,859,Silver,Silver,50000,2,01-04-2023,17484,Fuel,Paid,N,
1259,178,NA,NA,,,,,,,Y,Low CIBIL
1260,107,NA,NA,,,,,,,Y,Unstable Employment
1261,674,NA,NA,,,,,,,Y,High Debt
1262,517,NA,NA,,,,,,,Y,Unstable Employment
1263,429,Silver,Silver,50000,2,25-06-2023,46280,Dining,Paid,N,
1264,464,Gold,Gold,100000,3,05-11-2023,23260,Fuel,Paid,N,
1265,307,Gold,Gold,100000,3,11-10-2023,26493,Travel,Paid,N,
1266,206,NA,NA,,,,,,,Y,Low CIBIL
1267,640,NA,NA,,,,,,,Y,High Debt
1268,704,NA,NA,,,,,,,Y,High Debt
1269,689,NA,NA,,,,,,,Y,Low CIBIL
1270,728,NA,NA,,,,,,,Y,Low CIBIL
1271,516,Platinum,Platinum,300000,4,30-06-2023,2024,Fuel,Paid,N,
1272,492,NA,NA,,,,,,,Y,Unstable Employment
