customer_id,age,Gender,city,locality,employment,annual_salary,existing_loans,cibil_score,is_eligible,age_band,recalculated_Eligibility,salary_band,cibil_band
641,32,F,Delhi,Urban,Salaried,960046,3,724,N,25-35,N,High,Average
642,30,F,Pune,Semi-Urban,Salaried,332766,0,608,N,25-35,N,Medium,Poor
643,52,F,Delhi,Rural,Self-Employed,2296023,4,900,Y,35-60,Y,High,Good
644,36,F,Hyderabad,Semi-Urban,Self-Employed,805710,0,696,N,35-60,N,High,Average
645,28,M,Bangalore,Semi-Urban,Self-Employed,2344966,1,900,Y,25-35,Y,High,Good
646,58,F,Chennai,Urban,Unemployed,12205,3,536,N,35-60,N,Low,Poor
647,32,M,Bangalore,Urban,Self-Employed,729806,0,650,N,25-35,N,High,Average
648,44,M,Chennai,Urban,Salaried,1503175,4,776,Y,35-60,Y,High,Good
649,24,M,Chennai,Urban,Student,10787,0,519,N,18-25,N,Low,Poor
650,28,M,Bangalore,Rural,Self-Employed,1708316,1,891,Y,25-35,Y,High,Good
651,48,M,Pune,Semi-Urban,Salaried,1727197,4,822,Y,35-60,Y,High,Good
652,19,F,Chennai,Urban,Student,9857,0,525,N,18-25,N,Low,Poor
653,46,F,Bangalore,Urban,Salaried,739358,0,667,N,35-60,N,High,Average
654,28,F,Chennai,Semi-Urban,Self-Employed,987744,2,748,N,25-35,N,High,Average
655,20,F,Mumbai,Urban,Student,11239,0,573,N,18-25,N,Low,Poor
656,48,M,Pune,Urban,Self-Employed,561385,0,667,N,35-60,N,High,Average
657,57,F,Hyderabad,Rural,Self-Employed,2313534,4,900,Y,35-60,Y,High,Good
658,61,M,Chennai,Urban,Retired,1183476,0,755,Y,60+,Y,High,Good
659,56,F,Mumbai,Urban,Salaried,423805,4,557,N,35-60,N,Medium,Poor
660,25,M,Hyderabad,Urban,Student,5314,1,492,N,25-35,N,Low,Poor
661,37,M,Hyderabad,Rural,Salaried,1109359,4,668,N,35-60,N,High,Average
662,29,F,Chennai,Urban,Salaried,415657,4,507,N,25-35,N,Medium,Poor
663,53,M,Bangalore,Urban,Salaried,1153062,4,670,N,35-60,N,High,Average
664,40,M,Chennai,Urban,Salaried,404428,2,557,N,35-60,N,Medium,Poor
665,33,F,Mumbai,Urban,Salaried,422035,4,550,N,25-35,N,Medium,Poor
666,48,M,Hyderabad,Urban,Self-Employed,1744139,1,897,Y,35-60,Y,High,Good
667,49,F,Chennai,Semi-Urban,Salaried,1579356,1,851,Y,35-60,Y,High,Good
668,33,F,Bangalore,Urban,Salaried,1212676,0,834,Y,25-35,Y,High,Good
669,55,F,Chennai,Rural,Salaried,369518,2,551,N,35-60,N,Medium,Poor
670,26,M,Pune,Urban,Salaried,476355,0,691,N,25-35,N,Medium,Average
671,38,M,Bangalore,Urban,Salaried,967565,1,737,N,35-60,N,High,Average
672,25,M,Mumbai,Urban,Salaried,420243,1,566,N,25-35,N,Medium,Poor
673,45,F,Hyderabad,Urban,Salaried,1307378,3,742,N,35-60,N,High,Average
674,22,M,Chennai,Urban,Salaried,1238601,4,687,N,18-25,N,High,Average
675,30,F,Bangalore,Urban,Salaried,696308,1,717,N,25-35,N,High,Average
676,50,F,Pune,Urban,Salaried,1401887,0,819,Y,35-60,Y,High,Good
677,25,M,Bangalore,Semi-Urban,Salaried,322692,0,630,N,25-35,N,Medium,Poor
678,53,F,Delhi,Urban,Self-Employed,1947818,4,833,Y,35-60,Y,High,Good
679,21,M,Pune,Semi-Urban,Self-Employed,2427304,4,900,Y,18-25,Y,High,Good
680,38,M,Mumbai,Rural,Salaried,763685,3,675,N,35-60,N,High,Average
681,52,M,Hyderabad,Urban,Unemployed,4926,2,511,N,35-60,N,Low,Poor
682,31,M,Mumbai,Urban,Salaried,1308803,0,804,Y,25-35,Y,High,Good
683,41,M,Chennai,Urban,Salaried,303969,4,577,N,35-60,N,Medium,Poor
684,46,F,Bangalore,Urban,Unemployed,35733,0,591,N,35-60,N,Low,Poor
685,45,F,Delhi,Urban,Salaried,631999,4,601,N,35-60,N,High,Poor
686,20,F,Pune,Semi-Urban,Student,10154,1,552,N,18-25,N,Low,Poor
687,47,M,Pune,Urban,Salaried,470948,0,680,N,35-60,N,Medium,Average
688,33,M,Bangalore,Urban,Salaried,1193877,1,787,Y,25-35,Y,High,Good
689,53,M,Delhi,Semi-Urban,Salaried,320323,0,640,N,35-60,N,Medium,Poor
690,54,F,Bangalore,Urban,Self-Employed,1577148,2,861,Y,35-60,Y,High,Good
691,61,M,Chennai,Semi-Urban,Retired,858866,3,683,N,60+,N,High,Average
692,55,F,Mumbai,Urban,Self-Employed,751793,1,710,N,35-60,N,High,Average
693,21,F,Pune,Urban,Salaried,626284,4,610,N,18-25,N,High,Poor
694,41,M,Chennai,Urban,Salaried,1980189,2,874,Y,35-60,Y,High,Good
695,26,M,Mumbai,Urban,Salaried,568508,0,695,N,25-35,N,High,Average
696,48,F,Chennai,Rural,Salaried,691011,1,624,N,35-60,N,High,Poor
697,24,M,Delhi,Urban,Student,10677,1,598,N,18-25,N,Low,Poor
698,25,F,Pune,Rural,Salaried,1082259,0,757,Y,25-35,Y,High,Good
699,51,M,Bangalore,Urban,Self-Employed,1918462,0,900,Y,35-60,Y,High,Good
700,25,M,Bangalore,Urban,Self-Employed,2020403,3,900,Y,25-35,Y,High,Good
701,58,F,Mumbai,Urban,Salaried,476968,3,554,N,35-60,N,Medium,Poor
702,23,M,Hyderabad,Urban,Salaried,357062,4,563,N,18-25,N,Medium,Poor
703,43,F,Delhi,Rural,Salaried,1576914,1,811,Y,35-60,Y,High,Good
704,57,M,Mumbai,Urban,Salaried,1035122,2,693,N,35-60,N,High,Average
705,57,F,Hyderabad,Urban,Salaried,969221,2,699,N,35-60,N,High,Average
706,30,F,Chennai,Urban,Salaried,1576485,2,776,Y,25-35,Y,High,Good
707,30,M,Delhi,Urban,Salaried,806995,0,723,N,25-35,N,High,Average
708,39,F,Chennai,Urban,Salaried,388302,3,578,N,35-60,N,Medium,Poor
709,37,M,Pune,Urban,Salaried,1936792,1,900,Y,35-60,Y,High,Good
710,41,M,Delhi,Semi-Urban,Salaried,1333224,0,784,Y,35-60,Y,High,Good
711,34,M,Hyderabad,Urban,Self-Employed,815635,3,619,N,25-35,N,High,Poor
712,29,F,Pune,Urban,Self-Employed,777409,3,663,N,25-35,N,High,Average
713,21,F,Bangalore,Urban,Salaried,383793,1,594,N,18-25,N,Medium,Poor
714,33,M,Hyderabad,Urban,Salaried,1901028,1,900,Y,25-35,Y,High,Good
715,24,M,Mumbai,Rural,Self-Employed,537635,1,657,N,18-25,N,High,Average
716,21,F,Bangalore,Urban,Salaried,883510,0,756,Y,18-25,Y,High,Good
717,60,M,Bangalore,Urban,Self-Employed,778036,4,613,N,60+,N,High,Poor
718,52,M,Mumbai,Semi-Urban,Salaried,1899417,1,894,Y,35-60,Y,High,Good
719,54,F,Delhi,Urban,Salaried,1465123,4,752,Y,35-60,Y,High,Good
720,48,M,Bangalore,Urban,Salaried,884668,0,720,N,35-60,N,High,Average
721,51,F,Hyderabad,Rural,Salaried,344331,4,491,N,35-60,N,Medium,Poor
722,28,M,Pune,Semi-Urban,Salaried,1051393,2,694,N,25-35,N,High,Average
723,59,F,Bangalore,Rural,Salaried,1314348,4,750,N,35-60,N,High,Good
724,46,M,Hyderabad,Urban,Self-Employed,1943481,1,897,Y,35-60,Y,High,Good
725,21,M,Chennai,Urban,Student,3307,1,592,N,18-25,N,Low,Poor
726,23,F,Hyderabad,Urban,Salaried,1264190,1,799,Y,18-25,Y,High,Good
727,32,M,Pune,Urban,Self-Employed,850198,2,717,N,25-35,N,High,Average
728,21,F,Hyderabad,Semi-Urban,Salaried,697891,1,647,N,18-25,N,High,Poor
729,64,M,Mumbai,Urban,Retired,1284210,1,808,Y,60+,Y,High,Good
730,25,F,Pune,Semi-Urban,Self-Employed,750201,1,697,N,25-35,N,High,Average
731,50,F,Delhi,Semi-Urban,Salaried,1850813,3,860,Y,35-60,Y,High,Good
732,50,F,Chennai,Urban,Salaried,1341566,2,751,Y,35-60,Y,High,Good
733,37,F,Mumbai,Urban,Salaried,1344863,1,761,Y,35-60,Y,High,Good
734,43,M,Delhi,Semi-Urban,Salaried,1031576,1,754,Y,35-60,Y,High,Good
735,25,M,Hyderabad,Urban,Student,11891,1,509,N,25-35,N,Low,Poor
736,18,F,Pune,Semi-Urban,Student,10256,1,561,N,18-25,N,Low,Poor
737,41,F,Chennai,Urban,Self-Employed,1137198,3,723,N,35-60,N,High,Average
738,34,F,Mumbai,Urban,Self-Employed,1869282,0,900,Y,25-35,Y,High,Good
739,22,M,Delhi,Urban,Salaried,1636926,3,778,Y,18-25,Y,High,Good
740,31,M,Delhi,Rural,Salaried,1370913,1,835,Y,25-35,Y,High,Good
741,59,M,Chennai,Urban,Salaried,1500314,2,776,Y,35-60,Y,High,Good
742,58,M,Hyderabad,Urban,Salaried,547667,4,558,N,35-60,N,High,Poor
743,54,F,Chennai,Urban,Salaried,956521,4,698,N,35-60,N,High,Average
744,58,F,Delhi,Semi-Urban,Unemployed,100667,1,574,N,35-60,N,Medium,Poor
745,54,F,Bangalore,Semi-Urban,Salaried,1700791,0,900,Y,35-60,Y,High,Good
746,38,M,Mumbai,Urban,Salaried,1446640,2,771,Y,35-60,Y,High,Good
747,50,M,Chennai,Urban,Salaried,1256255,3,771,Y,35-60,Y,High,Good
748,35,M,Delhi,Semi-Urban,Salaried,1717231,1,823,Y,35-60,Y,High,Good
749,47,F,Hyderabad,Urban,Self-Employed,1781181,2,894,Y,35-60,Y,High,Good
750,54,F,Delhi,Semi-Urban,Salaried,707974,2,632,N,35-60,N,High,Poor
751,58,M,Hyderabad,Urban,Salaried,1807572,3,809,Y,35-60,Y,High,Good
752,53,F,Chennai,Rural,Self-Employed,383248,2,550,N,35-60,N,Medium,Poor
753,44,M,Hyderabad,Semi-Urban,Salaried,1451882,0,817,Y,35-60,Y,High,Good
754,35,M,Pune,Rural,Salaried,464726,0,615,N,35-60,N,Medium,Poor
755,50,F,Pune,Urban,Self-Employed,1194131,0,797,Y,35-60,Y,High,Good
756,62,M,Pune,Urban,Retired,950270,2,684,N,60+,N,High,Average
757,37,F,Bangalore,Urban,Salaried,390417,0,663,N,35-60,N,Medium,Average
758,25,M,Chennai,Urban,Self-Employed,678638,3,601,N,25-35,N,High,Poor
759,49,F,Delhi,Urban,Self-Employed,1310560,2,804,Y,35-60,Y,High,Good
760,24,F,Delhi,Urban,Salaried,1437888,4,782,Y,18-25,Y,High,Good
761,30,F,Bangalore,Semi-Urban,Unemployed,83291,2,495,N,25-35,N,Low,Poor
762,37,M,Hyderabad,Urban,Self-Employed,774608,3,658,N,35-60,N,High,Average
763,30,M,Bangalore,Urban,Self-Employed,1785963,4,861,Y,25-35,Y,High,Good
764,37,F,Hyderabad,Semi-Urban,Self-Employed,2173782,2,900,Y,35-60,Y,High,Good
765,40,F,Hyderabad,Urban,Salaried,715105,0,643,N,35-60,N,High,Poor
766,44,M,Mumbai,Urban,Salaried,1708791,1,830,Y,35-60,Y,High,Good
767,25,M,Delhi,Rural,Salaried,1603659,1,846,Y,25-35,Y,High,Good
768,54,M,Pune,Rural,Salaried,1303466,0,818,Y,35-60,Y,High,Good
769,26,F,Hyderabad,Urban,Salaried,934151,1,761,Y,25-35,Y,High,Good
770,23,M,Mumbai,Urban,Student,16629,0,559,N,18-25,N,Low,Poor
771,33,M,Delhi,Semi-Urban,Self-Employed,296250,0,644,N,25-35,N,Medium,Poor
772,63,F,Pune,Urban,Retired,1191372,0,755,Y,60+,Y,High,Good
773,20,M,Hyderabad,Urban,Student,17527,0,523,N,18-25,N,Low,Poor
774,31,M,Hyderabad,Urban,Self-Employed,725147,2,636,N,25-35,N,High,Poor
775,43,M,Bangalore,Urban,Salaried,1220041,0,770,Y,35-60,Y,High,Good
776,36,F,Bangalore,Urban,Salaried,315216,3,594,N,35-60,N,Medium,Poor
777,51,F,Delhi,Urban,Salaried,646293,1,626,N,35-60,N,High,Poor
778,31,F,Pune,Semi-Urban,Self-Employed,1126336,2,723,N,25-35,N,High,Average
779,36,F,Hyderabad,Rural,Salaried,445281,1,617,N,35-60,N,Medium,Poor
780,28,F,Delhi,Urban,Self-Employed,953803,4,702,N,25-35,N,High,Average
781,24,F,Delhi,Semi-Urban,Salaried,1887893,0,900,Y,18-25,Y,High,Good
782,60,F,Chennai,Rural,Self-Employed,1759405,3,834,Y,60+,Y,High,Good
783,24,M,Bangalore,Urban,Self-Employed,984803,4,687,N,18-25,N,High,Average
784,45,M,Pune,Urban,Self-Employed,364456,4,545,N,35-60,N,Medium,Poor
785,23,F,Hyderabad,Semi-Urban,Unemployed,62559,4,526,N,18-25,N,Low,Poor
786,52,M,Delhi,Urban,Self-Employed,1106841,0,754,Y,35-60,Y,High,Good
787,20,M,Hyderabad,Semi-Urban,Student,3967,1,567,N,18-25,N,Low,Poor
788,24,F,Chennai,Urban,Student,12677,0,551,N,18-25,N,Low,Poor
789,49,M,Pune,Rural,Self-Employed,1668060,2,810,Y,35-60,Y,High,Good
790,52,M,Delhi,Urban,Self-Employed,283783,4,513,N,35-60,N,Medium,Poor
791,39,M,Hyderabad,Urban,Salaried,334152,4,544,N,35-60,N,Medium,Poor
792,41,M,Bangalore,Semi-Urban,Salaried,1931605,3,834,Y,35-60,Y,High,Good
793,25,M,Chennai,Urban,Salaried,744718,2,680,N,25-35,N,High,Average
794,38,F,Pune,Urban,Salaried,1901956,4,871,Y,35-60,Y,High,Good
795,48,F,Chennai,Urban,Salaried,448725,1,619,N,35-60,N,Medium,Poor
796,62,F,Bangalore,Urban,Retired,86483,3,491,N,60+,N,Low,Poor
797,21,M,Pune,Urban,Student,18233,0,615,N,18-25,N,Low,Poor
798,41,F,Chennai,Rural,Self-Employed,571898,3,558,N,35-60,N,High,Poor
799,26,M,Mumbai,Urban,Salaried,985338,1,690,N,25-35,N,High,Average
800,21,M,Bangalore,Semi-Urban,Salaried,1436168,2,838,Y,18-25,Y,High,Good
801,25,M,Bangalore,Semi-Urban,Salaried,1705263,0,870,Y,25-35,Y,High,Good
802,61,M,Bangalore,Rural,Retired,343169,0,571,N,60+,N,Medium,Poor
803,32,F,Mumbai,Urban,Salaried,1790079,2,856,Y,25-35,Y,High,Good
804,46,F,Mumbai,Rural,Salaried,354745,3,593,N,35-60,N,Medium,Poor
805,22,M,Hyderabad,Urban,Student,15058,0,515,N,18-25,N,Low,Poor
806,34,F,Delhi,Semi-Urban,Self-Employed,888273,3,641,N,25-35,N,High,Poor
807,46,M,Chennai,Semi-Urban,Salaried,1338347,1,774,Y,35-60,Y,High,Good
808,47,F,Hyderabad,Semi-Urban,Salaried,321067,4,559,N,35-60,N,Medium,Poor
809,29,F,Chennai,Urban,Salaried,351033,3,575,N,25-35,N,Medium,Poor
810,46,M,Delhi,Semi-Urban,Salaried,345256,2,606,N,35-60,N,Medium,Poor
811,24,F,Mumbai,Urban,Student,1142,1,528,N,18-25,N,Low,Poor
812,50,M,Delhi,Semi-Urban,Salaried,1552390,1,820,Y,35-60,Y,High,Good
813,63,F,Mumbai,Rural,Retired,418843,1,585,N,60+,N,Medium,Poor
814,37,M,Delhi,Urban,Salaried,779809,4,622,N,35-60,N,High,Poor
815,46,M,Hyderabad,Rural,Salaried,853280,0,689,N,35-60,N,High,Average
816,56,F,Pune,Urban,Salaried,1561179,4,769,Y,35-60,Y,High,Good
817,21,F,Hyderabad,Urban,Self-Employed,2017413,3,897,Y,18-25,Y,High,Good
818,28,M,Chennai,Urban,Self-Employed,394282,0,645,N,25-35,N,Medium,Poor
819,55,F,Hyderabad,Urban,Salaried,776545,3,673,N,35-60,N,High,Average
820,35,F,Bangalore,Semi-Urban,Salaried,1374846,0,861,Y,35-60,Y,High,Good
821,42,M,Chennai,Urban,Salaried,1803800,4,868,Y,35-60,Y,High,Good
822,25,M,Delhi,Urban,Student,2899,1,517,N,25-35,N,Low,Poor
823,46,F,Chennai,Rural,Salaried,831740,2,632,N,35-60,N,High,Poor
824,48,M,Pune,Semi-Urban,Salaried,1652206,1,866,Y,35-60,Y,High,Good
825,43,M,Mumbai,Semi-Urban,Salaried,1363435,4,786,Y,35-60,Y,High,Good
826,34,M,Delhi,Rural,Salaried,1244740,0,759,Y,25-35,Y,High,Good
827,44,F,Chennai,Semi-Urban,Salaried,1249403,1,733,N,35-60,N,High,Average
828,22,F,Delhi,Urban,Salaried,1904947,4,849,Y,18-25,Y,High,Good
829,46,M,Delhi,Urban,Salaried,1460038,3,773,Y,35-60,Y,High,Good
830,19,F,Delhi,Semi-Urban,Student,9383,0,510,N,18-25,N,Low,Poor
831,27,M,Mumbai,Urban,Salaried,549737,1,606,N,25-35,N,High,Poor
832,19,F,Hyderabad,Semi-Urban,Student,12492,1,578,N,18-25,N,Low,Poor
833,43,M,Delhi,Urban,Salaried,442157,3,601,N,35-60,N,Medium,Poor
834,20,M,Bangalore,Urban,Student,16819,1,525,N,18-25,N,Low,Poor
835,38,F,Pune,Urban,Self-Employed,843805,2,721,N,35-60,N,High,Average
836,58,M,Mumbai,Semi-Urban,Salaried,1484895,0,812,Y,35-60,Y,High,Good
837,19,F,Chennai,Urban,Student,14076,1,525,N,18-25,N,Low,Poor
838,35,F,Mumbai,Semi-Urban,Salaried,1762603,4,842,Y,35-60,Y,High,Good
839,21,M,Chennai,Urban,Student,15440,0,578,N,18-25,N,Low,Poor
840,57,M,Mumbai,Urban,Salaried,436645,1,607,N,35-60,N,Medium,Poor
841,48,F,Chennai,Rural,Salaried,1860611,0,900,Y,35-60,Y,High,Good
842,30,M,Delhi,Semi-Urban,Salaried,1342092,4,721,N,25-35,N,High,Average
843,59,M,Hyderabad,Urban,Unemployed,79267,1,564,N,35-60,N,Low,Poor
844,37,M,Chennai,Semi-Urban,Salaried,1486837,2,801,Y,35-60,Y,High,Good
845,59,M,Chennai,Urban,Salaried,642221,2,645,N,35-60,N,High,Poor
846,42,M,Bangalore,Urban,Self-Employed,1429580,4,755,Y,35-60,Y,High,Good
847,46,F,Chennai,Urban,Self-Employed,303687,1,573,N,35-60,N,Medium,Poor
848,64,F,Bangalore,Semi-Urban,Retired,1154744,0,773,Y,60+,Y,High,Good
849,45,M,Pune,Semi-Urban,Salaried,1456191,0,805,Y,35-60,Y,High,Good
850,37,M,Delhi,Urban,Salaried,693120,0,715,N,35-60,N,High,Average
851,33,M,Bangalore,Rural,Salaried,851852,2,699,N,25-35,N,High,Average
852,40,F,Hyderabad,Urban,Salaried,1279091,1,784,Y,35-60,Y,High,Good
853,19,M,Delhi,Urban,Student,14511,0,522,N,18-25,N,Low,Poor
854,24,F,Bangalore,Urban,Salaried,904453,2,706,N,18-25,N,High,Average
855,30,F,Delhi,Urban,Self-Employed,832111,0,668,N,25-35,N,High,Average
856,23,F,Delhi,Urban,Salaried,833903,0,751,Y,18-25,Y,High,Good
857,61,M,Delhi,Urban,Retired,806554,4,666,N,60+,N,High,Average
858,38,F,Pune,Semi-Urban,Salaried,1216931,3,756,Y,35-60,Y,High,Good
859,56,M,Hyderabad,Urban,Salaried,900724,1,710,N,35-60,N,High,Average
860,42,F,Mumbai,Urban,Self-Employed,2301789,1,900,Y,35-60,Y,High,Good
861,25,M,Mumbai,Urban,Student,18124,0,580,N,25-35,N,Low,Poor
862,28,F,Bangalore,Urban,Salaried,540011,3,640,N,25-35,N,High,Poor
863,60,M,Delhi,Urban,Unemployed,72684,4,481,N,60+,N,Low,Poor
864,21,F,Bangalore,Semi-Urban,Student,15145,1,481,N,18-25,N,Low,Poor
865,39,M,Pune,Urban,Salaried,1565197,0,819,Y,35-60,Y,High,Good
866,62,M,Pune,Semi-Urban,Retired,2080288,0,900,Y,60+,Y,High,Good
867,61,M,Chennai,Rural,Retired,1247509,1,794,Y,60+,Y,High,Good
868,57,M,Pune,Urban,Salaried,1906241,2,844,Y,35-60,Y,High,Good
869,26,F,Chennai,Semi-Urban,Self-Employed,1846246,1,858,Y,25-35,Y,High,Good
870,46,F,Hyderabad,Urban,Salaried,1011423,2,749,N,35-60,N,High,Average
871,54,M,Bangalore,Semi-Urban,Salaried,453466,3,546,N,35-60,N,Medium,Poor
872,26,F,Hyderabad,Urban,Self-Employed,484318,0,647,N,25-35,N,Medium,Poor
873,57,M,Pune,Urban,Salaried,672778,2,599,N,35-60,N,High,Poor
874,53,M,Hyderabad,Urban,Salaried,431936,3,608,N,35-60,N,Medium,Poor
875,25,F,Hyderabad,Urban,Student,12089,1,597,N,25-35,N,Low,Poor
876,41,M,Hyderabad,Urban,Salaried,1257726,2,806,Y,35-60,Y,High,Good
877,26,M,Pune,Urban,Salaried,947952,1,742,N,25-35,N,High,Average
878,26,F,Delhi,Urban,Self-Employed,1118277,1,711,N,25-35,N,High,Average
879,24,M,Hyderabad,Rural,Salaried,1596573,1,889,Y,18-25,Y,High,Good
880,50,M,Chennai,Semi-Urban,Salaried,1418166,3,799,Y,35-60,Y,High,Good
881,31,M,Pune,Urban,Unemployed,127775,1,587,N,25-35,N,Medium,Poor
882,50,M,Hyderabad,Urban,Self-Employed,1814371,4,802,Y,35-60,Y,High,Good
883,51,F,Delhi,Rural,Salaried,1654018,0,853,Y,35-60,Y,High,Good
884,44,F,Pune,Semi-Urban,Self-Employed,1754900,3,793,Y,35-60,Y,High,Good
885,18,F,Mumbai,Semi-Urban,Student,2425,1,522,N,18-25,N,Low,Poor
886,23,M,Delhi,Urban,Salaried,709925,0,699,N,18-25,N,High,Average
887,51,M,Chennai,Urban,Salaried,1358302,2,829,Y,35-60,Y,High,Good
888,60,F,Hyderabad,Urban,Salaried,491896,1,580,N,60+,N,Medium,Poor
889,57,M,Mumbai,Urban,Self-Employed,1339118,0,834,Y,35-60,Y,High,Good
890,56,M,Mumbai,Semi-Urban,Salaried,713461,4,601,N,35-60,N,High,Poor
891,44,M,Pune,Semi-Urban,Salaried,1383329,2,783,Y,35-60,Y,High,Good
892,19,M,Mumbai,Urban,Student,12731,1,498,N,18-25,N,Low,Poor
893,26,F,Chennai,Rural,Self-Employed,483979,0,630,N,25-35,N,Medium,Poor
894,22,F,Chennai,Urban,Salaried,908986,4,695,N,18-25,N,High,Average
895,40,F,Bangalore,Urban,Salaried,578104,0,670,N,35-60,N,High,Average
896,48,M,Chennai,Urban,Salaried,1379367,0,863,Y,35-60,Y,High,Good
897,31,F,Delhi,Rural,Salaried,1325270,4,724,N,25-35,N,High,Average
898,24,F,Mumbai,Urban,Self-Employed,2248547,0,900,Y,18-25,Y,High,Good
899,19,M,Chennai,Rural,Student,1799,0,569,N,18-25,N,Low,Poor
900,26,M,Pune,Semi-Urban,Salaried,897578,0,724,N,25-35,N,High,Average
