Transaction_id,customer_id,Card_Type,Card_Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
2131,366,Gold,100000,2,04-07-202300:00:00,1269,Electronics,Default,N,
368,367,Platinum,300000,3,09-01-202300:00:00,34237,Travel,Paid,N,
1198,367,Signature,600000,4,21-01-202300:00:00,39962,Fuel,Paid,N,
318,368,,,,,,,,Y,HighDebt
1355,368,,,,,,,,Y,HighDebt
1374,368,,,,,,,,Y,LowSalary
1447,369,,,,,,,,Y,LowCIBIL
1506,369,,,,,,,,Y,HighDebt
1635,369,,,,,,,,Y,UnstableEmployment
798,370,Platinum,300000,3,17-11-202300:00:00,49752,Electronics,Paid,N,
1073,370,Gold,100000,2,31-05-202300:00:00,11262,Fuel,Paid,N,
195,371,,,,,,,,Y,UnstableEmployment
537,371,,,,,,,,Y,UnstableEmployment
1395,371,,,,,,,,Y,LowSalary
2278,372,Platinum,300000,3,07-06-202300:00:00,47450,Groceries,Paid,N,
1240,373,,,,,,,,Y,LowSalary
2235,373,,,,,,,,Y,UnstableEmployment
469,374,Gold,100000,2,09-11-202300:00:00,49233,Dining,Paid,N,
807,374,Gold,100000,2,13-04-202300:00:00,22102,Fuel,Paid,N,
2252,374,Platinum,300000,3,19-03-202300:00:00,34260,Dining,Paid,N,
599,375,,,,,,,,Y,LowSalary
930,375,,,,,,,,Y,LowCIBIL
1384,375,,,,,,,,Y,LowSalary
1539,375,,,,,,,,Y,UnstableEmployment
1665,375,,,,,,,,Y,HighDebt
2047,375,,,,,,,,Y,UnstableEmployment
2171,376,,,,,,,,Y,LowCIBIL
472,377,,,,,,,,Y,UnstableEmployment
967,378,Platinum,300000,3,11-04-202300:00:00,6541,Fuel,Paid,N,
96,379,,,,,,,,Y,HighDebt
1871,379,,,,,,,,Y,LowSalary
2079,379,,,,,,,,Y,LowCIBIL
2099,379,,,,,,,,Y,UnstableEmployment
541,380,,,,,,,,Y,HighDebt
734,380,,,,,,,,Y,HighDebt
1419,380,,,,,,,,Y,LowSalary
1585,381,Gold,100000,2,13-09-202300:00:00,34086,Groceries,Paid,N,
960,382,,,,,,,,Y,LowSalary
2081,382,,,,,,,,Y,UnstableEmployment
2100,382,,,,,,,,Y,LowSalary
2139,382,,,,,,,,Y,UnstableEmployment
750,383,Gold,100000,2,08-12-202300:00:00,20683,Fuel,Paid,N,
2129,383,Gold,100000,2,25-03-202300:00:00,36351,Fuel,Paid,N,
304,384,Signature,600000,4,29-09-202300:00:00,44178,Electronics,Paid,N,
385,384,Platinum,300000,3,31-08-202300:00:00,2783,Groceries,Paid,N,
692,384,Signature,600000,4,13-07-202300:00:00,35364,Electronics,Paid,N,
882,385,Platinum,300000,3,17-02-202300:00:00,37284,Electronics,Default,N,
1939,385,Gold,100000,2,23-12-202300:00:00,49537,Travel,Paid,N,
402,386,,,,,,,,Y,UnstableEmployment
1383,386,,,,,,,,Y,UnstableEmployment
1386,386,,,,,,,,Y,LowCIBIL
1682,386,,,,,,,,Y,LowSalary
1460,387,Platinum,300000,3,23-06-202300:00:00,3186,Electronics,Paid,N,
1059,388,,,,,,,,Y,HighDebt
77,389,,,,,,,,Y,LowSalary
1599,389,,,,,,,,Y,LowCIBIL
1922,389,,,,,,,,Y,UnstableEmployment
19,390,,,,,,,,Y,HighDebt
295,390,,,,,,,,Y,HighDebt
2221,390,,,,,,,,Y,LowSalary
379,391,Platinum,300000,3,06-11-202300:00:00,44877,Electronics,Paid,N,
1308,391,Gold,100000,2,04-10-202300:00:00,16291,Dining,Paid,N,
1330,391,Platinum,300000,3,16-01-202300:00:00,46390,Electronics,Paid,N,
1019,392,Platinum,300000,3,06-09-202300:00:00,18529,Dining,Paid,N,
1944,392,Platinum,300000,3,31-01-202300:00:00,4013,Dining,Paid,N,
286,393,,,,,,,,Y,LowCIBIL
666,393,,,,,,,,Y,LowCIBIL
852,393,,,,,,,,Y,UnstableEmployment
1015,393,,,,,,,,Y,LowCIBIL
317,394,Signature,600000,4,15-07-202300:00:00,11442,Fuel,Paid,N,
1889,394,Signature,600000,4,06-08-202300:00:00,32908,Fuel,Paid,N,
1412,395,Gold,100000,2,14-04-202300:00:00,25845,Fuel,Paid,N,
1574,395,Platinum,300000,3,18-01-202300:00:00,43116,Travel,Paid,N,
1622,395,Gold,100000,2,03-12-202300:00:00,13737,Travel,Paid,N,
2179,395,Platinum,300000,3,09-06-202300:00:00,26969,Electronics,Paid,N,
288,396,Gold,100000,2,19-01-202300:00:00,48791,Travel,Paid,N,
602,396,Platinum,300000,3,24-05-202300:00:00,21515,Fuel,Paid,N,
1125,396,Gold,100000,2,20-10-202300:00:00,32326,Travel,Paid,N,
1282,397,,,,,,,,Y,UnstableEmployment
1733,397,,,,,,,,Y,LowSalary
1818,397,,,,,,,,Y,LowSalary
720,398,Platinum,300000,3,19-06-202300:00:00,39467,Groceries,Paid,N,
1021,398,Signature,600000,4,13-06-202300:00:00,47160,Fuel,Paid,N,
1379,398,Signature,600000,4,24-01-202300:00:00,48099,Groceries,Paid,N,
1685,398,Signature,600000,4,04-12-202300:00:00,24019,Dining,Paid,N,
78,400,,,,,,,,Y,HighDebt
2230,400,,,,,,,,Y,HighDebt
1049,401,,,,,,,,Y,LowSalary
2060,401,,,,,,,,Y,LowCIBIL
1366,402,Platinum,300000,3,29-10-202300:00:00,33623,Dining,Paid,N,
593,403,Platinum,300000,3,21-04-202300:00:00,46217,Fuel,Paid,N,
1740,403,Platinum,300000,3,13-01-202300:00:00,25508,Travel,Paid,N,
1947,403,Gold,100000,2,25-02-202300:00:00,44640,Travel,Paid,N,
605,404,,,,,,,,Y,HighDebt
1875,404,,,,,,,,Y,HighDebt
2095,404,,,,,,,,Y,LowCIBIL
1662,405,,,,,,,,Y,LowCIBIL
32,406,Signature,600000,4,13-03-202300:00:00,12958,Travel,Paid,N,
430,406,Signature,600000,4,24-04-202300:00:00,28977,Dining,Paid,N,
487,406,Signature,600000,4,11-02-202300:00:00,24643,Dining,Paid,N,
840,406,Platinum,300000,3,12-04-202300:00:00,38399,Electronics,Paid,N,
1793,406,Platinum,300000,3,10-04-202300:00:00,9620,Dining,Paid,N,
2183,406,Signature,600000,4,13-12-202300:00:00,10430,Groceries,Paid,N,
730,407,Silver,50000,1,25-05-202300:00:00,18967,Electronics,Paid,N,
773,407,Gold,100000,2,20-05-202300:00:00,1808,Electronics,Default,N,
1369,407,Gold,100000,2,06-12-202300:00:00,29310,Travel,Paid,N,
543,408,,,,,,,,Y,HighDebt
1481,408,,,,,,,,Y,LowCIBIL
1499,408,,,,,,,,Y,LowSalary
34,409,Platinum,300000,3,12-03-202300:00:00,43981,Fuel,Paid,N,
582,409,Gold,100000,2,21-09-202300:00:00,13893,Fuel,Paid,N,
1659,409,Platinum,300000,3,14-09-202300:00:00,32211,Electronics,Paid,N,
146,410,Gold,100000,2,19-12-202300:00:00,10089,Groceries,Paid,N,
600,411,,,,,,,,Y,LowSalary
1849,411,,,,,,,,Y,UnstableEmployment
1455,414,Gold,100000,2,28-07-202300:00:00,44960,Fuel,Paid,N,
2083,415,Platinum,300000,3,23-08-202300:00:00,27067,Dining,Paid,N,
2190,415,Platinum,300000,3,17-03-202300:00:00,1055,Electronics,Paid,N,
1404,416,Gold,100000,2,05-12-202300:00:00,39107,Dining,Paid,N,
1451,416,Gold,100000,2,27-12-202300:00:00,17439,Groceries,Paid,N,
2256,416,Gold,100000,2,09-04-202300:00:00,31547,Groceries,Paid,N,
75,417,,,,,,,,Y,UnstableEmployment
646,417,,,,,,,,Y,UnstableEmployment
986,417,,,,,,,,Y,LowSalary
2264,417,,,,,,,,Y,HighDebt
269,418,,,,,,,,Y,LowSalary
452,419,Platinum,300000,3,27-01-202300:00:00,13158,Dining,Paid,N,
859,419,Platinum,300000,3,16-08-202300:00:00,31228,Electronics,Paid,N,
1428,419,Platinum,300000,3,07-08-202300:00:00,16163,Fuel,Paid,N,
970,420,,,,,,,,Y,LowSalary
67,421,,,,,,,,Y,UnstableEmployment
915,422,,,,,,,,Y,UnstableEmployment
1221,422,,,,,,,,Y,UnstableEmployment
1508,422,,,,,,,,Y,LowSalary
1932,422,,,,,,,,Y,LowSalary
2068,422,,,,,,,,Y,HighDebt
2140,422,,,,,,,,Y,HighDebt
747,423,,,,,,,,Y,LowCIBIL
977,423,,,,,,,,Y,HighDebt
1337,423,,,,,,,,Y,LowCIBIL
1553,423,,,,,,,,Y,LowCIBIL
1631,423,,,,,,,,Y,UnstableEmployment
1722,423,,,,,,,,Y,LowCIBIL
262,424,,,,,,,,Y,LowSalary
710,424,,,,,,,,Y,HighDebt
735,424,,,,,,,,Y,LowSalary
789,424,,,,,,,,Y,UnstableEmployment
1433,424,,,,,,,,Y,UnstableEmployment
1521,424,,,,,,,,Y,LowCIBIL
1711,424,,,,,,,,Y,UnstableEmployment
349,425,,,,,,,,Y,LowSalary
486,425,,,,,,,,Y,LowSalary
1397,425,,,,,,,,Y,HighDebt
1786,425,,,,,,,,Y,UnstableEmployment
162,426,Gold,100000,2,04-08-202300:00:00,16494,Electronics,Paid,N,
384,426,Gold,100000,2,10-06-202300:00:00,2802,Dining,Paid,N,
580,426,Platinum,300000,3,24-06-202300:00:00,33832,Fuel,Paid,N,
675,426,Platinum,300000,3,07-12-202300:00:00,9818,Travel,Paid,N,
1303,426,Platinum,300000,3,24-04-202300:00:00,11371,Travel,Default,N,
616,427,,,,,,,,Y,HighDebt
719,427,,,,,,,,Y,LowCIBIL
651,428,Gold,100000,2,19-01-202300:00:00,35268,Electronics,Paid,N,
1703,428,Gold,100000,2,07-08-202300:00:00,16067,Dining,Paid,N,
2121,428,Gold,100000,2,19-12-202300:00:00,37759,Travel,Paid,N,
622,429,Gold,100000,2,15-04-202300:00:00,23850,Electronics,Paid,N,
1147,429,Platinum,300000,3,19-01-202300:00:00,13016,Fuel,Paid,N,
1263,429,Gold,100000,2,25-06-202300:00:00,46280,Dining,Paid,N,
7,430,,,,,,,,Y,LowCIBIL
90,430,,,,,,,,Y,HighDebt
348,430,,,,,,,,Y,LowCIBIL
1016,430,,,,,,,,Y,LowCIBIL
1752,430,,,,,,,,Y,HighDebt
1515,432,Platinum,300000,3,06-02-202300:00:00,8623,Groceries,Paid,N,
1900,432,Platinum,300000,3,31-05-202300:00:00,6585,Dining,Paid,N,
2258,433,Gold,100000,2,20-05-202300:00:00,31282,Travel,Paid,N,
495,434,,,,,,,,Y,LowSalary
935,434,,,,,,,,Y,UnstableEmployment
1132,434,,,,,,,,Y,UnstableEmployment
698,435,Platinum,300000,3,07-05-202300:00:00,17059,Electronics,Paid,N,
2173,435,Gold,100000,2,28-07-202300:00:00,40718,Groceries,Paid,N,
211,436,,,,,,,,Y,HighDebt
866,436,,,,,,,,Y,LowSalary
1423,436,,,,,,,,Y,LowCIBIL
1886,436,,,,,,,,Y,LowCIBIL
374,437,,,,,,,,Y,LowSalary
1206,437,,,,,,,,Y,LowSalary
1835,437,,,,,,,,Y,UnstableEmployment
1727,438,Platinum,300000,3,08-11-202300:00:00,9715,Electronics,Paid,N,
1779,438,Platinum,300000,3,22-10-202300:00:00,3013,Fuel,Paid,N,
2222,439,Platinum,300000,3,30-07-202300:00:00,46230,Dining,Paid,N,
382,441,,,,,,,,Y,UnstableEmployment
786,442,Platinum,300000,3,20-09-202300:00:00,30383,Electronics,Paid,N,
1068,442,Gold,100000,2,11-08-202300:00:00,44223,Travel,Paid,N,
2210,442,Gold,100000,2,19-07-202300:00:00,43464,Electronics,Paid,N,
776,443,,,,,,,,Y,LowCIBIL
565,444,Silver,50000,1,23-09-202300:00:00,16458,Travel,Paid,N,
1323,444,Gold,100000,2,11-12-202300:00:00,46951,Groceries,Default,N,
2245,444,Gold,100000,2,25-07-202300:00:00,39720,Dining,Paid,N,
300,445,Platinum,300000,3,27-12-202300:00:00,35926,Groceries,Paid,N,
2028,445,Platinum,300000,3,30-10-202300:00:00,11992,Travel,Paid,N,
197,446,Silver,50000,1,30-11-202300:00:00,20330,Dining,Paid,N,
1440,446,Silver,50000,1,24-04-202300:00:00,29932,Dining,Default,N,
1536,446,Gold,100000,2,04-09-202300:00:00,45064,Fuel,Paid,N,
2005,446,Gold,100000,2,21-08-202300:00:00,29559,Groceries,Paid,N,
128,447,Silver,50000,1,23-10-202300:00:00,20290,Travel,Paid,N,
2014,447,Silver,50000,1,09-11-202300:00:00,36239,Electronics,Paid,N,
428,448,Silver,50000,1,29-10-202300:00:00,47277,Electronics,Paid,N,
523,448,Gold,100000,2,17-07-202300:00:00,3820,Dining,Paid,N,
57,449,Platinum,300000,3,26-04-202300:00:00,44200,Groceries,Paid,N,
245,449,Gold,100000,2,10-08-202300:00:00,34285,Dining,Paid,N,
831,449,Platinum,300000,3,03-06-202300:00:00,21119,Groceries,Paid,N,
1058,449,Platinum,300000,3,31-07-202300:00:00,49964,Electronics,Paid,N,
243,450,Platinum,300000,3,05-06-202300:00:00,38000,Electronics,Paid,N,
451,450,Platinum,300000,3,25-05-202300:00:00,8891,Electronics,Paid,N,
1444,450,Platinum,300000,3,03-12-202300:00:00,40797,Fuel,Paid,N,
1726,450,Signature,600000,4,23-08-202300:00:00,28374,Travel,Paid,N,
1987,450,Platinum,300000,3,21-01-202300:00:00,13386,Travel,Paid,N,
2291,450,Signature,600000,4,26-11-202300:00:00,10177,Electronics,Paid,N,
1081,451,Platinum,300000,3,18-05-202300:00:00,34215,Fuel,Paid,N,
1392,451,Gold,100000,2,21-09-202300:00:00,44162,Dining,Paid,N,
1735,451,Platinum,300000,3,27-05-202300:00:00,48360,Electronics,Paid,N,
2172,451,Gold,100000,2,01-07-202300:00:00,28409,Electronics,Paid,N,
2273,451,Platinum,300000,3,29-10-202300:00:00,3483,Groceries,Paid,N,
2078,452,,,,,,,,Y,HighDebt
313,453,,,,,,,,Y,HighDebt
1113,453,,,,,,,,Y,LowCIBIL
1538,453,,,,,,,,Y,HighDebt
1949,453,,,,,,,,Y,HighDebt
229,454,,,,,,,,Y,HighDebt
2207,454,,,,,,,,Y,UnstableEmployment
301,455,Gold,100000,2,15-01-202300:00:00,28438,Groceries,Paid,N,
542,455,Gold,100000,2,29-09-202300:00:00,26320,Dining,Paid,N,
784,456,,,,,,,,Y,HighDebt
530,458,,,,,,,,Y,LowSalary
667,458,,,,,,,,Y,HighDebt
704,458,,,,,,,,Y,LowSalary
208,459,Platinum,300000,3,24-04-202300:00:00,3885,Electronics,Paid,N,
1636,459,Signature,600000,4,18-01-202300:00:00,4043,Dining,Default,N,
8,460,Gold,100000,2,04-01-202300:00:00,39172,Travel,Paid,N,
436,460,Gold,100000,2,18-11-202300:00:00,5051,Dining,Paid,N,
813,460,Gold,100000,2,01-10-202300:00:00,10695,Fuel,Paid,N,
1705,460,Silver,50000,1,12-03-202300:00:00,29340,Fuel,Paid,N,
445,461,,,,,,,,Y,LowCIBIL
721,461,,,,,,,,Y,HighDebt
869,461,,,,,,,,Y,HighDebt
1504,461,,,,,,,,Y,HighDebt
1675,461,,,,,,,,Y,UnstableEmployment
2205,461,,,,,,,,Y,HighDebt
200,462,,,,,,,,Y,LowCIBIL
236,462,,,,,,,,Y,UnstableEmployment
1322,462,,,,,,,,Y,UnstableEmployment
1731,463,Platinum,300000,3,22-01-202300:00:00,22544,Travel,Paid,N,
1264,464,Platinum,300000,3,05-11-202300:00:00,23260,Fuel,Paid,N,
1866,464,Signature,600000,4,23-10-202300:00:00,28900,Electronics,Paid,N,
2032,464,Signature,600000,4,13-10-202300:00:00,33829,Groceries,Paid,N,
20,465,,,,,,,,Y,HighDebt
403,465,,,,,,,,Y,HighDebt
941,465,,,,,,,,Y,LowSalary
1410,465,,,,,,,,Y,LowSalary
1741,465,,,,,,,,Y,LowCIBIL
1843,465,,,,,,,,Y,UnstableEmployment
2298,465,,,,,,,,Y,LowSalary
257,466,,,,,,,,Y,LowSalary
337,466,,,,,,,,Y,HighDebt
1742,466,,,,,,,,Y,LowSalary
1887,466,,,,,,,,Y,UnstableEmployment
144,467,,,,,,,,Y,UnstableEmployment
284,467,,,,,,,,Y,HighDebt
1769,467,,,,,,,,Y,HighDebt
149,468,Platinum,300000,3,08-12-202300:00:00,8145,Fuel,Paid,N,
685,468,Platinum,300000,3,11-12-202300:00:00,15150,Dining,Paid,N,
895,468,Platinum,300000,3,08-08-202300:00:00,46429,Travel,Paid,N,
1203,468,Signature,600000,4,26-01-202300:00:00,34660,Groceries,Paid,N,
1978,468,Platinum,300000,3,02-02-202300:00:00,43442,Groceries,Paid,N,
93,469,Platinum,300000,3,07-02-202300:00:00,12475,Groceries,Paid,N,
800,469,Gold,100000,2,04-01-202300:00:00,22759,Electronics,Paid,N,
1484,469,Gold,100000,2,24-08-202300:00:00,43576,Dining,Paid,N,
94,470,Platinum,300000,3,20-04-202300:00:00,41022,Fuel,Paid,N,
978,470,Platinum,300000,3,16-09-202300:00:00,45222,Travel,Paid,N,
2020,470,Signature,600000,4,25-06-202300:00:00,28795,Travel,Paid,N,
627,471,Gold,100000,2,13-12-202300:00:00,5577,Dining,Paid,N,
1134,471,Gold,100000,2,04-06-202300:00:00,12954,Fuel,Paid,N,
1234,471,Gold,100000,2,18-08-202300:00:00,6713,Groceries,Paid,N,
741,472,,,,,,,,Y,LowCIBIL
1575,472,,,,,,,,Y,LowSalary
271,473,,,,,,,,Y,LowSalary
473,473,,,,,,,,Y,HighDebt
24,474,,,,,,,,Y,UnstableEmployment
444,474,,,,,,,,Y,LowSalary
838,474,,,,,,,,Y,LowCIBIL
1354,474,,,,,,,,Y,UnstableEmployment
1797,474,,,,,,,,Y,UnstableEmployment
1157,475,,,,,,,,Y,LowSalary
1568,475,,,,,,,,Y,LowSalary
670,477,Gold,100000,2,18-12-202300:00:00,18206,Fuel,Paid,N,
1785,477,Silver,50000,1,17-04-202300:00:00,8410,Fuel,Paid,N,
731,478,,,,,,,,Y,HighDebt
1295,478,,,,,,,,Y,LowCIBIL
1941,479,Gold,100000,2,22-05-202300:00:00,15067,Electronics,Paid,N,
334,480,Gold,100000,2,26-04-202300:00:00,36092,Electronics,Paid,N,
656,480,Platinum,300000,3,27-02-202300:00:00,1794,Dining,Paid,N,
1617,480,Gold,100000,2,01-08-202300:00:00,49498,Dining,Paid,N,
1544,481,Platinum,300000,3,09-09-202300:00:00,26488,Electronics,Paid,N,
1898,481,Signature,600000,4,29-08-202300:00:00,27079,Fuel,Paid,N,
2157,481,Platinum,300000,3,23-01-202300:00:00,42899,Groceries,Paid,N,
1158,482,Gold,100000,2,26-10-202300:00:00,37887,Fuel,Paid,N,
1572,482,Gold,100000,2,09-05-202300:00:00,10252,Electronics,Paid,N,
1840,482,Gold,100000,2,15-03-202300:00:00,45412,Fuel,Paid,N,
2030,482,Gold,100000,2,21-07-202300:00:00,15857,Electronics,Paid,N,
342,483,Platinum,300000,3,15-10-202300:00:00,729,Dining,Paid,N,
1077,483,Signature,600000,4,16-05-202300:00:00,2647,Groceries,Paid,N,
1489,483,Signature,600000,4,13-09-202300:00:00,5688,Electronics,Paid,N,
1976,483,Platinum,300000,3,29-11-202300:00:00,38289,Travel,Paid,N,
275,484,Gold,100000,2,16-03-202300:00:00,38590,Electronics,Paid,N,
63,485,,,,,,,,Y,LowCIBIL
183,485,,,,,,,,Y,LowSalary
210,485,,,,,,,,Y,HighDebt
1243,485,,,,,,,,Y,HighDebt
1577,485,,,,,,,,Y,UnstableEmployment
1128,486,Gold,100000,2,04-11-202300:00:00,43920,Groceries,Paid,N,
1923,486,Platinum,300000,3,11-08-202300:00:00,15885,Groceries,Paid,N,
1306,487,Platinum,300000,3,27-06-202300:00:00,44345,Electronics,Paid,N,
1845,487,Platinum,300000,3,25-08-202300:00:00,34298,Travel,Paid,N,
1878,487,Platinum,300000,3,16-07-202300:00:00,15993,Dining,Paid,N,
2243,487,Signature,600000,4,09-02-202300:00:00,19049,Dining,Paid,N,
830,488,,,,,,,,Y,LowSalary
1503,488,,,,,,,,Y,LowSalary
164,489,Platinum,300000,3,02-06-202300:00:00,46879,Electronics,Paid,N,
647,489,Platinum,300000,3,28-05-202300:00:00,29147,Dining,Paid,N,
665,489,Signature,600000,4,04-01-202300:00:00,47358,Dining,Paid,N,
1170,489,Signature,600000,4,01-10-202300:00:00,29304,Travel,Default,N,
909,490,,,,,,,,Y,LowSalary
1036,490,,,,,,,,Y,LowSalary
373,491,,,,,,,,Y,UnstableEmployment
725,491,,,,,,,,Y,LowCIBIL
1074,492,,,,,,,,Y,LowCIBIL
1272,492,,,,,,,,Y,UnstableEmployment
76,493,Gold,100000,2,31-01-202300:00:00,10609,Travel,Paid,N,
751,495,,,,,,,,Y,UnstableEmployment
825,495,,,,,,,,Y,LowSalary
829,495,,,,,,,,Y,HighDebt
1913,497,,,,,,,,Y,LowCIBIL
167,498,Silver,50000,1,09-12-202300:00:00,39636,Electronics,Paid,N,
1610,498,Silver,50000,1,20-10-202300:00:00,2517,Electronics,Default,N,
2070,498,Gold,100000,2,18-10-202300:00:00,17993,Travel,Paid,N,
1343,499,,,,,,,,Y,HighDebt
1356,499,,,,,,,,Y,LowSalary
1389,499,,,,,,,,Y,UnstableEmployment
1965,499,,,,,,,,Y,LowSalary
203,500,,,,,,,,Y,LowCIBIL
884,500,,,,,,,,Y,HighDebt
1164,500,,,,,,,,Y,HighDebt
1220,500,,,,,,,,Y,LowSalary
48,501,,,,,,,,Y,LowSalary
1121,501,,,,,,,,Y,UnstableEmployment
1975,501,,,,,,,,Y,LowSalary
881,502,Silver,50000,1,18-05-202300:00:00,38828,Electronics,Paid,N,
375,503,,,,,,,,Y,UnstableEmployment
774,503,,,,,,,,Y,LowCIBIL
1299,503,,,,,,,,Y,HighDebt
1479,503,,,,,,,,Y,LowCIBIL
2096,503,,,,,,,,Y,HighDebt
2201,503,,,,,,,,Y,HighDebt
2274,503,,,,,,,,Y,HighDebt
224,504,Gold,100000,2,18-12-202300:00:00,40149,Groceries,Paid,N,
1720,504,Platinum,300000,3,09-04-202300:00:00,21039,Travel,Paid,N,
1248,505,,,,,,,,Y,LowCIBIL
1782,505,,,,,,,,Y,LowCIBIL
2124,505,,,,,,,,Y,LowSalary
35,506,,,,,,,,Y,LowSalary
1566,506,,,,,,,,Y,LowCIBIL
2115,506,,,,,,,,Y,UnstableEmployment
2178,506,,,,,,,,Y,LowSalary
889,507,,,,,,,,Y,HighDebt
951,509,Platinum,300000,3,29-01-202300:00:00,24340,Electronics,Paid,N,
1007,509,Gold,100000,2,07-08-202300:00:00,43859,Travel,Paid,N,
1199,509,Gold,100000,2,04-09-202300:00:00,19860,Dining,Paid,N,
2268,509,Gold,100000,2,04-03-202300:00:00,29909,Dining,Paid,N,
575,510,,,,,,,,Y,HighDebt
273,511,Platinum,300000,3,20-05-202300:00:00,14253,Electronics,Paid,N,
591,511,Platinum,300000,3,07-06-202300:00:00,2751,Electronics,Paid,N,
1013,511,Platinum,300000,3,03-09-202300:00:00,8512,Groceries,Paid,N,
2196,511,Gold,100000,2,15-07-202300:00:00,5932,Fuel,Paid,N,
546,512,Platinum,300000,3,02-03-202300:00:00,45178,Dining,Paid,N,
740,512,Platinum,300000,3,08-09-202300:00:00,2100,Electronics,Paid,N,
928,512,Gold,100000,2,07-01-202300:00:00,37204,Dining,Paid,N,
1970,512,Platinum,300000,3,09-01-202300:00:00,9607,Groceries,Paid,N,
609,513,Gold,100000,2,12-03-202300:00:00,23604,Dining,Default,N,
771,513,Platinum,300000,3,12-08-202300:00:00,2082,Travel,Default,N,
1692,513,Platinum,300000,3,31-12-202300:00:00,9495,Groceries,Paid,N,
623,514,,,,,,,,Y,UnstableEmployment
1368,514,,,,,,,,Y,LowSalary
1391,514,,,,,,,,Y,LowCIBIL
83,515,,,,,,,,Y,LowCIBIL
289,515,,,,,,,,Y,HighDebt
475,515,,,,,,,,Y,UnstableEmployment
961,515,,,,,,,,Y,LowSalary
1090,515,,,,,,,,Y,LowCIBIL
1176,516,Signature,600000,4,24-01-202300:00:00,44943,Dining,Paid,N,
1271,516,Signature,600000,4,30-06-202300:00:00,2024,Fuel,Paid,N,
1457,516,Signature,600000,4,01-03-202300:00:00,1540,Fuel,Paid,N,
2143,516,Platinum,300000,3,14-10-202300:00:00,38867,Fuel,Paid,N,
1262,517,,,,,,,,Y,UnstableEmployment
2244,517,,,,,,,,Y,HighDebt
104,518,,,,,,,,Y,UnstableEmployment
1229,518,,,,,,,,Y,UnstableEmployment
1907,518,,,,,,,,Y,LowSalary
934,519,Platinum,300000,3,14-09-202300:00:00,7765,Electronics,Paid,N,
2296,519,Gold,100000,2,05-11-202300:00:00,12407,Fuel,Paid,N,
132,520,Platinum,300000,3,17-06-202300:00:00,28824,Electronics,Paid,N,
466,520,Gold,100000,2,13-11-202300:00:00,44833,Travel,Paid,N,
1150,520,Platinum,300000,3,03-12-202300:00:00,9058,Fuel,Paid,N,
461,521,Platinum,300000,3,08-06-202300:00:00,2811,Travel,Default,N,
1239,521,Gold,100000,2,22-08-202300:00:00,20890,Dining,Paid,N,
608,522,,,,,,,,Y,UnstableEmployment
139,524,Platinum,300000,3,28-03-202300:00:00,24290,Groceries,Paid,N,
851,524,Platinum,300000,3,12-03-202300:00:00,13600,Fuel,Paid,N,
863,524,Gold,100000,2,18-05-202300:00:00,40549,Fuel,Paid,N,
993,526,Gold,100000,2,14-05-202300:00:00,24809,Travel,Paid,N,
61,527,Gold,100000,2,06-09-202300:00:00,23380,Travel,Paid,N,
1310,527,Platinum,300000,3,01-06-202300:00:00,35812,Travel,Paid,N,
611,528,Gold,100000,2,10-11-202300:00:00,39284,Dining,Paid,N,
663,528,Platinum,300000,3,09-12-202300:00:00,37333,Groceries,Paid,N,
883,528,Platinum,300000,3,08-07-202300:00:00,24223,Electronics,Paid,N,
2008,528,Gold,100000,2,01-05-202300:00:00,33326,Electronics,Paid,N,
2046,528,Platinum,300000,3,26-02-202300:00:00,27999,Electronics,Paid,N,
1387,529,,,,,,,,Y,UnstableEmployment
1464,529,,,,,,,,Y,LowSalary
1142,530,,,,,,,,Y,LowCIBIL
1385,530,,,,,,,,Y,HighDebt
1225,532,Gold,100000,2,08-05-202300:00:00,13775,Electronics,Paid,N,
1621,532,Gold,100000,2,29-04-202300:00:00,5292,Fuel,Paid,N,
1732,532,Platinum,300000,3,21-01-202300:00:00,12426,Fuel,Paid,N,
1427,533,Silver,50000,1,16-04-202300:00:00,15628,Dining,Paid,N,
1930,533,Gold,100000,2,03-04-202300:00:00,24594,Dining,Paid,N,
1520,534,,,,,,,,Y,UnstableEmployment
1576,534,,,,,,,,Y,LowCIBIL
1702,534,,,,,,,,Y,LowCIBIL
1730,534,,,,,,,,Y,LowSalary
1418,535,,,,,,,,Y,UnstableEmployment
2251,535,,,,,,,,Y,LowCIBIL
2267,535,,,,,,,,Y,HighDebt
1607,536,Gold,100000,2,08-03-202300:00:00,31480,Travel,Paid,N,
1994,536,Platinum,300000,3,31-03-202300:00:00,17822,Fuel,Paid,N,
429,537,,,,,,,,Y,LowSalary
505,537,,,,,,,,Y,HighDebt
744,537,,,,,,,,Y,LowSalary
1526,537,,,,,,,,Y,LowSalary
1933,538,,,,,,,,Y,LowSalary
291,539,Gold,100000,2,15-03-202300:00:00,37701,Electronics,Default,N,
560,539,Gold,100000,2,22-10-202300:00:00,14696,Groceries,Paid,N,
677,539,Gold,100000,2,05-07-202300:00:00,44509,Groceries,Paid,N,
1301,539,Silver,50000,1,24-09-202300:00:00,19062,Groceries,Paid,N,
1612,539,Gold,100000,2,24-04-202300:00:00,8457,Fuel,Default,N,
415,540,Signature,600000,4,22-07-202300:00:00,9579,Fuel,Paid,N,
2056,540,Platinum,300000,3,30-09-202300:00:00,794,Fuel,Paid,N,
